version,git_sha,workload,run_id,frame_id,function,time_ms,scan_count,scan_points,candidate_count,bounds_count,branch_calls,branch_nodes,max_depth,score_all_calls,sort_ms,output_candidate_count,best_score,pose_x,pose_y,pose_yaw,checksum
L0_relaunch3,ad6bb15,W0,1,19,MakeScans,0.725375,15,1081,0,15,0,0,3,0,0,150,0.923952,-3.7,6.62,-2.92553,5.54983e+08
L0_relaunch3,ad6bb15,W0,1,19,MakeBounds,0.000729,15,1081,0,15,0,0,3,0,0,150,0.923952,-3.7,6.62,-2.92553,5.54983e+08
L0_relaunch3,ad6bb15,W0,1,19,MakeLowCands,0.117919,15,1081,3840,15,0,0,3,0,0,150,0.923952,-3.7,6.62,-2.92553,5.54983e+08
L0_relaunch3,ad6bb15,W0,1,19,Score,80.2976,15,1081,3840,15,0,0,3,15,0.494122,150,0.923952,-3.7,6.62,-2.92553,5.54983e+08
L0_relaunch3,ad6bb15,W0,1,19,Branch,117.313,15,1081,3840,15,33,58,3,32,0.011612,150,0.923952,-3.7,6.62,-2.92553,5.54983e+08
L0_relaunch3,ad6bb15,W0,1,19,ToOut,0.014948,15,1081,3840,15,0,0,3,0,0,150,0.923952,-3.7,6.62,-2.92553,5.54983e+08
L0_relaunch3,ad6bb15,W0,1,19,Total,198.47,15,1081,3840,15,33,58,3,47,0.505734,150,0.923952,-3.7,6.62,-2.92553,5.54983e+08
L0_relaunch3,ad6bb15,W0,1,20,MakeScans,0.728136,15,1081,0,15,0,0,3,0,0,150,0.804756,-4.15,6.52,-2.92553,6.3032e+08
L0_relaunch3,ad6bb15,W0,1,20,MakeBounds,0.000729,15,1081,0,15,0,0,3,0,0,150,0.804756,-4.15,6.52,-2.92553,6.3032e+08
L0_relaunch3,ad6bb15,W0,1,20,MakeLowCands,0.117971,15,1081,3840,15,0,0,3,0,0,150,0.804756,-4.15,6.52,-2.92553,6.3032e+08
L0_relaunch3,ad6bb15,W0,1,20,Score,79.4189,15,1081,3840,15,0,0,3,15,0.490268,150,0.804756,-4.15,6.52,-2.92553,6.3032e+08
L0_relaunch3,ad6bb15,W0,1,20,Branch,117.305,15,1081,3840,15,33,61,3,32,0.012499,150,0.804756,-4.15,6.52,-2.92553,6.3032e+08
L0_relaunch3,ad6bb15,W0,1,20,ToOut,0.013229,15,1081,3840,15,0,0,3,0,0,150,0.804756,-4.15,6.52,-2.92553,6.3032e+08
L0_relaunch3,ad6bb15,W0,1,20,Total,197.585,15,1081,3840,15,33,61,3,47,0.502767,150,0.804756,-4.15,6.52,-2.92553,6.3032e+08
L0_relaunch3,ad6bb15,W0,1,21,MakeScans,0.724334,15,1081,0,15,0,0,3,0,0,150,0.77461,-4.5,6.47,-3.07553,4.00166e+08
L0_relaunch3,ad6bb15,W0,1,21,MakeBounds,0.000885,15,1081,0,15,0,0,3,0,0,150,0.77461,-4.5,6.47,-3.07553,4.00166e+08
L0_relaunch3,ad6bb15,W0,1,21,MakeLowCands,0.120054,15,1081,3840,15,0,0,3,0,0,150,0.77461,-4.5,6.47,-3.07553,4.00166e+08
L0_relaunch3,ad6bb15,W0,1,21,Score,79.4814,15,1081,3840,15,0,0,3,15,0.496883,150,0.77461,-4.5,6.47,-3.07553,4.00166e+08
L0_relaunch3,ad6bb15,W0,1,21,Branch,220.486,15,1081,3840,15,61,114,3,60,0.02265,150,0.77461,-4.5,6.47,-3.07553,4.00166e+08
L0_relaunch3,ad6bb15,W0,1,21,ToOut,0.011615,15,1081,3840,15,0,0,3,0,0,150,0.77461,-4.5,6.47,-3.07553,4.00166e+08
L0_relaunch3,ad6bb15,W0,1,21,Total,300.825,15,1081,3840,15,61,114,3,75,0.519533,150,0.77461,-4.5,6.47,-3.07553,4.00166e+08
L0_relaunch3,ad6bb15,W0,1,22,MakeScans,0.773449,15,1081,0,15,0,0,3,0,0,150,0.863003,-5.1,6.67,2.85766,3.08308e+08
L0_relaunch3,ad6bb15,W0,1,22,MakeBounds,0.000729,15,1081,0,15,0,0,3,0,0,150,0.863003,-5.1,6.67,2.85766,3.08308e+08
L0_relaunch3,ad6bb15,W0,1,22,MakeLowCands,0.120262,15,1081,3840,15,0,0,3,0,0,150,0.863003,-5.1,6.67,2.85766,3.08308e+08
L0_relaunch3,ad6bb15,W0,1,22,Score,79.3754,15,1081,3840,15,0,0,3,15,0.526831,150,0.863003,-5.1,6.67,2.85766,3.08308e+08
L0_relaunch3,ad6bb15,W0,1,22,Branch,44.0326,15,1081,3840,15,13,24,3,12,0.004378,150,0.863003,-5.1,6.67,2.85766,3.08308e+08
L0_relaunch3,ad6bb15,W0,1,22,ToOut,0.013438,15,1081,3840,15,0,0,3,0,0,150,0.863003,-5.1,6.67,2.85766,3.08308e+08
L0_relaunch3,ad6bb15,W0,1,22,Total,124.317,15,1081,3840,15,13,24,3,27,0.531209,150,0.863003,-5.1,6.67,2.85766,3.08308e+08
